Title,Category,Price,Description,Description_all,Main Image URL,Other Image URLs,ID
Lily of the Valley Ambience Reed Diffuser Set,Home Fragrance | Room Diffuser,725.00,"Lily of the Valley. Floating on the soft breeze of the English countryside, the delicate scent of dainty little lily blossoms just wonderfully uplifts the natural beauty of their surroundings. One of nature’s most beloved fragrance, it’s hard not to fall in love with this dreamy note.","Weight
0.280000
Content
100 ml. highly scented reed diffuser oil that lasts for approx. 45-60 days & 6 reed sticks.
Description
Beautiful to look at, heavenly to smell! Sometimes the smallest of things make a world of a
difference. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch
your space needs. Its dainty little decanter lends an air of elegance and beauty to the interiors
while its exquisite fragrance accentuates the ambience with a subtle, lingering scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
No need for an aromatherapy vaporizer or burner! With only one bottle of fragrance oil, you can
enjoy this beautiful and cheerful scent anywhere in your home; your bedroom, living room, bathroom,
and office. Adjust the intensity of the scent by increasing or decreasing the number of aroma sticks
& flipping them over.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-ly.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-ly.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-ly4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-ly1.jpg",1691820599795
Ivory Musk Ambience Reed Diffuser Set,Home Fragrance | Room Diffuser,725.00,"Ivory Musk. Precious and rare, this exquisite fragrance was once exclusively used only by the Indian royalty. For centuries, this has been one of the most coveted scents. You will find the luxe aroma of this signature scent to be sensuous and captivating.","Weight
0.280000
Content
100 ml. highly scented reed diffuser oil that lasts for approx. 45-60 days & 6 reed sticks.
Description
Beautiful to look at, heavenly to smell! Sometimes the smallest of things make a world of a
difference. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch
your space needs. Its dainty little decanter lends an air of elegance and beauty to the interiors
while its exquisite fragrance accentuates the ambience with a subtle, lingering scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
No need for an aromatherapy vaporizer or burner! With only one bottle of fragrance oil, you can
enjoy this beautiful and cheerful scent anywhere in your home; your bedroom, living room, bathroom,
and office. Adjust the intensity of the scent by increasing or decreasing the number of aroma sticks
& flipping them over.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-iv.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-iv.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-iv4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-iv1_1.jpg",1691820617553
French Lavender Ambience Reed Diffuser Set,Home Fragrance | Room Diffuser,725.00,"French Lavender. Stretching majestically over the purple lavender fields of French landscapes, these beautifully slender flowers infuse the crisp air with a heavenly fragrance. Their smell almost mesmerizes you into a happy trance. This scent will transport you to summertime in Provence de France.","Weight
0.280000
Content
100 ml. highly scented reed diffuser oil that lasts for approx. 45-60 days & 6 reed sticks.
Description
Beautiful to look at, heavenly to smell! Sometimes the smallest of things make a world of a
difference. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch
your space needs. Its dainty little decanter lends an air of elegance and beauty to the interiors
while its exquisite fragrance accentuates the ambience with a subtle, lingering scent.
Story
Little Pleasures The morning dew drops sparkle bright in the rays of the sun, colourful butterflies
dance from flower to flower as the soft spring breeze blows gently over fresh blooms, filling the
atmosphere with their sweet fragrance. You stand there soaking it all in, reveling in the little
pleasures of life! Inspired from nature and its goodness, we bring to you an incredible selection of
charming fragrances. Vibrant, fresh and new, this range is sure to captivate your heart and make you
smile.
How to Use
Avoid Heat or flame. Keep out of reach of children and pets. Avoid direct contact with food
products.
Olfactory Note
No need for an aromatherapy vaporizer or burner! With only one bottle of fragrance oil, you can
enjoy this beautiful and cheerful scent anywhere in your home; your bedroom, living room, bathroom,
and office. Adjust the intensity of the scent by increasing or decreasing the number of aroma sticks
& flipping them over.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-lv.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-lv.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-lv_4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lprd100-lv_1.jpg",1691820634065
8 Rattan Reed Sticks in Clear Pack,Home Fragrance | Room Diffuser,125.00,"French Lavender. Stretching majestically over the purple lavender fields of French landscapes, these beautifully slender flowers infuse the crisp air with a heavenly fragrance. Their smell almost mesmerizes you into a happy trance. This scent will transport you to summertime in Provence de France.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/r/e/reedstks_1.jpg,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/r/e/reedstks_1.jpg,1691820650424
120 ml. Aqua Oud  Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,750.00,"Our Ayurveda reed diffusers are the perfect little addition to any space. You will love how they spruce up the décor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode.Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
120 ml. highly scented reed diffuser oil that lasts for approx. 40-60 days.
Description
FRAGRANCE: Aqua Oud (Cooling and Soothing). A charismatic and opulent scent that radiates luxury!
The sophisticated and cooling aqua notes combine perfectly with the irresistible warm and soothing
fragrance of Assam agarwood oil.
Story
WHO IS A PITTA? Logical and focused, usually of average height and a muscular built. May suffer from
fits of anger and find it difficult to relax.
Olfactory Note
PACKAGING: The diffuser oils are bottled in a beautiful round glass jar with golden cap. Enhances
the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-aqoo_2.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-aqoo_2.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-aqoo4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-aqoo_1_1.jpg",1691820656525
120 ml. Sage Mint  Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,750.00,"Our Ayurveda reed diffusers are the perfect little addition to any space. You will love how they spruce up the décor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
120 ml. highly scented reed diffuser oil that lasts for approx. 40-60 days.
Description
FRAGRANCE: Sage Mint (Cleansing and Recharging). The aroma of good vibes! This herbal blend of sage
and wild mint is bright and earthy. The holy sage cleanses the surroundings, while the cooling
properties of mint leaves keep you charged and high spirited all day.
Story
WHO IS A KAPHA? Calm, loving and understanding with an impressive built, and well defined features.
They may exhibit tendencies to over-eat, avoid exercise and sleep excessively.
Olfactory Note
PACKAGING: The diffuser oils are bottled in a beautiful round glass jar with golden cap. Enhances
the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120sgmt.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120sgmt.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-sgmt2_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-sgmt3.jpg",1691820671404
120 ml. Lavender Lemongrass  Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,750.00,"Our Ayurveda reed diffusers are the perfect little addition to any space. You will love how they spruce up the décor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
120 ml. highly scented reed diffuser oil that lasts for approx. 40-60 days.
Description
FRAGRANCE: Lavender Lemongrass (Calming and Refreshing).This scent is formulated with the soothing
floral lavender from Kashmir and citrusy green lemongrass from Kerala. The wonderful balance between
the calming power of lavender and the refreshing essence of lemongrass makes it the ideal essential
oil blend for Tridosha.
Story
WHO IS A TRIDOSHA? Inherently at ease, harmonious individuals, exuberating a natural balance.
Usually of medium built, they have an ideal physique. They may fear the unknown and find it
difficult to manage extremely stressful situations.
Olfactory Note
PACKAGING: The diffuser oils are bottled in a beautiful round glass jar with golden cap. Enhances
the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120lvlg.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120lvlg.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-lvlg5.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-lvlg4.jpg",1691820685370
120 ml. Tuberose Jasmine  Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,750.00,"Our Ayurveda reed-diffusers are the perfect little addition to any space. You will love how they spruce up the decor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode.Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
120 ml. highly scented reed diffuser oil that lasts for approx. 40-60 days.
Description
FRAGRANCE: Tuberose Jasmine (Uplifting and Anti-Stress). A truly captivating and sensual scent!
Tuberose stems produce clusters of delicate buds that bloom into beautifully fragrant white
blossoms. Notes of fresh Indian jasmine flowers combine fabulously with tuberose to form this
uplifting and stress relieving fragrance.
Story
WHO IS A VATA? Enthusiastic, light and creative with an athletic built. They sometimes get restless
or suffer from sleeping disorders.
Olfactory Note
PACKAGING: The diffuser oils are bottled in a beautiful round glass jar with golden cap. Enhances
the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120tuja.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120tuja.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-tuja1_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd120-tuja4.jpg",1691820699498
Aqua Oud Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,350.00,"Our Ayurveda reed diffusers are the perfect little addition to any space. You will love how they spruce up the décor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs","Content
30 ml. highly scented reed diffuser oil that lasts for approx. 15 - 25 days.
Description
FRAGRANCE: Aqua Oud (Cooling and Soothing).A charismatic and opulent scent that radiates luxury! The
sophisticated and cooling aqua notes combine perfectly with the irresistible warm and soothing
fragrance of Assam agarwood oil.
Story
WHO IS A PITTA? Logical and focused, usually of average height and a muscular built. May suffer from
fits of anger and find it difficult to relax.
Ingredients
Prepared with Pure Essential Oil. The diffuser oils are bottled in a beautiful round glass jar with
golden cap.
How to Use
Remove plug insert reed sticks & enjoy the fresh fragrances around you. Flip reed Sticks when more
potent fragrance is desired.
Olfactory Note
Enhances the ambience of the place and perfect for home décor. Great for gifting your loved ones
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30aqoo_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30aqoo_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30-aqoo4.jpg",1691820713680
Lavender Lemongrass  Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,350.00,"Our Ayurveda reed diffusers are the perfect little addition to any space. You will love how they spruce up the décor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode.Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
30 ml. highly scented reed diffuser oil that lasts for approx. 15 - 25 days.
Description
FRAGRANCE: Lavender Lemongrass (Calming and Refreshing). This scent is formulated with the soothing
floral lavender from Kashmir and citrusy green lemongrass from Kerala. The wonderful balance between
the calming power of lavender and the refreshing essence of lemongrass makes it the ideal essential
oil blend for Tridosha.
Story
WHO IS A TRIDOSHA? Inherently at ease, harmonious individuals, exuberating a natural balance.
Usually of medium built, they have an ideal physique. They may fear the unknown and find it
difficult to manage extremely stressful situations.
Ingredients
Prepared with Pure Essential Oil The diffuser oils are bottled in a beautiful round glass jar with
golden cap.
How to Use
Remove plug insert reed sticks & enjoy the fresh fragrances around you. Flip reed Sticks when more
potent fragrance is desired.
Olfactory Note
Enhances the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30lvlg_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30lvlg_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30-lvlg4.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30-lvlg.jpg",1691820724627
Sage Mint  Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,350.00,"Our Ayurveda reed diffusers are the perfect little addition to any space. You will love how they spruce up the décor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode. Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
30 ml. highly scented reed diffuser oil that lasts for approx. 15 - 25 days.
Description
FRAGRANCE: Sage Mint (Cleansing and Recharging).The aroma of good vibes! This herbal blend of sage
and wild mint is bright and earthy. The holy sage cleanses the surroundings, while the cooling
properties of mint leaves keep you charged and high spirited all day.
Story
WHO IS A KAPHA? Calm, loving and understanding with an impressive built, and well-defined features.
They may exhibit tendencies to over-eat, avoid exercise and sleep excessively.
Ingredients
Prepared with pure Essential Oil The diffuser oils are bottled in a beautiful round glass jar with
golden cap.
How to Use
Remove plug insert reed sticks & enjoy the fresh fragrances around you. Flip reed Sticks when more
potent fragrance is desired.
Olfactory Note
Enhances the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30sgmt_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30sgmt_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30-sgmt4.jpg",1691820738563
Tuberose Jasmine Ayurveda Reed Diffuser,Home Fragrance | Room Diffuser,350.00,"Our Ayurveda reed-diffusers are the perfect little addition to any space. You will love how they spruce up the decor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode.Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.","Content
30 ml. highly scented reed diffuser oil that lasts for approx. 15 - 25 days.
Description
FRAGRANCE: Tuberose Jasmine (Uplifting and Anti-Stress). A truly captivating and sensual scent!
Tuberose stems produce clusters of delicate buds that bloom into beautifully fragrant white
blossoms. Notes of fresh Indian jasmine flowers combine fabulously with tuberose to form this
uplifting and stress relieving fragrance.
Story
WHO IS A VATA? Enthusiastic, light and creative with an athletic built. They sometimes get restless
or suffer from sleeping disorders.
Ingredients
Prepared with Essential oil The diffuser oils are bottled in a beautiful round glass jar with golden
cap.
How to Use
Remove plug insert reed sticks & enjoy the fresh fragrances around you. Flip reed Sticks when more
potent fragrance is desired.
Olfactory Note
Enhances the ambience of the place and perfect for home décor. Great for gifting your loved ones.
",https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30tuja_1.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30tuja_1.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/v/lvrd30-tuja4_1.jpg",1691820749148
Sea Breeze Little Pleasures Vaporizer Oil,Home Fragrance | Room Diffuser,650.00,"Our Ayurveda reed-diffusers are the perfect little addition to any space. You will love how they spruce up the decor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode.Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpvo500-se.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpvo500-se.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpvo500-se_1.jpg",1691820759905
Neroli Bergamot Little Pleasures Vaporizer Oil,Home Fragrance | Room Diffuser,650.00,"Our Ayurveda reed-diffusers are the perfect little addition to any space. You will love how they spruce up the decor and leave your house smelling absolutely divine. Made with natural essential oils, the soft lingering fragrance that they gently diffuse into the ambience will be welcoming for you or anyone else who visits your abode.Delicately scented reed sticks gently diffusing perfume is the perfect finishing touch your space needs.",,https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpvo500-nebe.jpg,"https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpvo500-nebe.jpg, https://www.songofindia.co.in/pub/media/catalog/product/cache/9de28376cf0a90a24fc8d32559def8dd/l/p/lpvo500-nebe1.jpg",1691820770536
