title,price,brand,story_description,category,sub_category,image_urls,size_title,size,description,id
Hazelnut Cream Subtle Sheen Women's Pant,"2,597",Frenchcrown," Story These pants from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. These pants come with a flat front and slanted side pockets that add a touch of
exclusivity to its design. Tailored from premium quality fabric, these pants are made using regular
fit and are extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WOT011_1_360x.jpg?v=1675420097, https://frenchcrown.in/cdn/shop/products/WOT011_1_800x.jpg?v=1675420097, https://frenchcrown.in/cdn/shop/products/WOT011_2_800x.jpg?v=1675420095, https://frenchcrown.in/cdn/shop/products/WOT011_4_800x.jpg?v=1675420094, https://frenchcrown.in/cdn/shop/products/WOT011_5_800x.jpg?v=1679377602, https://frenchcrown.in/cdn/shop/products/WOT011_6_800x.jpg?v=1679377602",Select Size,XS / 24|S / 26|M / 28|L / 30|XL / 32|XXL / 34,"These pants from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. These pants come with a flat front and slanted side pockets that add a touch of
exclusivity to its design. Tailored from premium quality fabric, these pants are made using regular
fit and are extremely comfortable to wear.",1675420097
Gravel Gray Subtle Sheen Women's Pant,"2,597",Frenchcrown," Story These pants from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. These pants come with a flat front and slanted side pockets that add a touch of
exclusivity to its design. Tailored from premium quality fabric, these pants are made using regular
fit and are extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WOT012_1_360x.jpg?v=1675420100, https://frenchcrown.in/cdn/shop/products/WOT012_1_800x.jpg?v=1675420100, https://frenchcrown.in/cdn/shop/products/WOT012_2_800x.jpg?v=1675420098, https://frenchcrown.in/cdn/shop/products/WOT012_4_800x.jpg?v=1675420101, https://frenchcrown.in/cdn/shop/products/WOT012_5_800x.jpg?v=1679377603, https://frenchcrown.in/cdn/shop/products/WOT012_6_800x.jpg?v=1679377603",Select Size,XS / 24|S / 26|M / 28|L / 30|XL / 32|XXL / 34,"These pants from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. These pants come with a flat front and slanted side pockets that add a touch of
exclusivity to its design. Tailored from premium quality fabric, these pants are made using regular
fit and are extremely comfortable to wear.",1675420100
Charade Navy Blue Subtle Sheen with White Lapel Single Breasted Women's Blazer,"5,997",Frenchcrown," Story This blazer from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white lapel collar that adds a touch of exclusivity to its design.
Tailored using premium quality fabric, this blazer is made using regular-fit and is extremely
comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL009-WKL_1_360x.jpg?v=1679134181, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_1_800x.jpg?v=1679134181, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_2_800x.jpg?v=1679134183, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_4_800x.jpg?v=1679134182, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_5_800x.jpg?v=1679134182, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_6_800x.jpg?v=1679134181, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_7_800x.jpg?v=1679134182, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_8_800x.jpg?v=1679134183, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_9_800x.jpg?v=1679134181, https://frenchcrown.in/cdn/shop/products/WBL009-WKL_10_800x.jpg?v=1679134184",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This blazer from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white lapel collar that adds a touch of exclusivity to its design.
Tailored using premium quality fabric, this blazer is made using regular-fit and is extremely
comfortable to wear.",1679134181
Bright White Premium Linen Women's Blazer,"7,097",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid white, perfectly
breathable women's blazer from French Crown. This chic outfit will surely be a noteworthy addition
to your wardrobe, featuring a notched lapel collar, single-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_1_360x.jpg?v=1679133301, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_1_800x.jpg?v=1679133301, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_2_800x.jpg?v=1679133302, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_4_800x.jpg?v=1679133302, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_5_800x.jpg?v=1679133303, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_6_800x.jpg?v=1679133302, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_7_800x.jpg?v=1679133304, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_8_800x.jpg?v=1679133301, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_9_800x.jpg?v=1679133303, https://frenchcrown.in/cdn/shop/products/WBL006-SB_WHITELINEN_10_800x.jpg?v=1679133302",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid white, perfectly breathable
women's blazer from French Crown. This chic outfit will surely be a noteworthy addition to your
wardrobe, featuring a notched lapel collar, single-breasted closure, and long sleeves.",1679133301
Oriental Pink Floral Printed Viscose Crop Top,"1,197",Frenchcrown," Story Make your evening more special by donning this stylish crop top from French Crown. It is made
of viscose material, which is known for its soft and flowing qualities, and features floral prints
in an Oriental Pink colour. Wear it with denim shorts and sneakers and you are all set to take on
the world.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WTP003_1_360x.jpg?v=1679386909, https://frenchcrown.in/cdn/shop/products/WTP003_1_800x.jpg?v=1679386909, https://frenchcrown.in/cdn/shop/products/WTP003_2_800x.jpg?v=1679386907, https://frenchcrown.in/cdn/shop/products/WTP003_4_800x.jpg?v=1679386908, https://frenchcrown.in/cdn/shop/products/WTP003_5_800x.jpg?v=1679386907, https://frenchcrown.in/cdn/shop/products/WTP003_6_800x.jpg?v=1679386908, https://frenchcrown.in/cdn/shop/products/WTP003_7_800x.jpg?v=1679386908, https://frenchcrown.in/cdn/shop/products/WTP003_8_800x.jpg?v=1679386907, https://frenchcrown.in/cdn/shop/products/WTP003_9_800x.jpg?v=1679386907",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Make your evening more special by donning this stylish crop top from French Crown. It is made of
viscose material, which is known for its soft and flowing qualities, and features floral prints in
an Oriental Pink colour. Wear it with denim shorts and sneakers and you are all set to take on the
world.",1679386909
Space Blue Subtle Sheen Double Breasted Women's Blazer,"5,997",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid blue women's blazer
from French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring
a notched lapel collar, double-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_1_360x.jpg?v=1679133609, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_1_800x.jpg?v=1679133609, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_2_800x.jpg?v=1679133610, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_4_800x.jpg?v=1679133609, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_5_800x.jpg?v=1679133609, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_6_800x.jpg?v=1679133611, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_7_800x.jpg?v=1679133610, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_8_800x.jpg?v=1679133612, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_9_800x.jpg?v=1679133609, https://frenchcrown.in/cdn/shop/products/WBL007-DB_SPACEBLUE_10_800x.jpg?v=1679133611",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid blue women's blazer from
French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring a
notched lapel collar, double-breasted closure, and long sleeves.",1679133609
Jade Black with White Borders Premium Cotton Women's Blazer,"5,997",Frenchcrown," Story This blazer from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white patches, while the notched lapel collar adds a touch of exclusivity
to its design. Tailored from pure cotton fabric, this blazer is made using regular-fit and is
extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_1_360x.jpg?v=1679132606, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_1_800x.jpg?v=1679132606, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_2_800x.jpg?v=1679132607, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_4_800x.jpg?v=1679132609, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_5_800x.jpg?v=1679132609, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_6_800x.jpg?v=1679132607, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_7_800x.jpg?v=1679132608, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_8_800x.jpg?v=1679132608, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_9_800x.jpg?v=1679132606, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_10_800x.jpg?v=1679132609, https://frenchcrown.in/cdn/shop/products/WBL003-SB-1B_BLACKCOTTON_-_11_800x.jpg?v=1679132607",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This blazer from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white patches, while the notched lapel collar adds a touch of exclusivity
to its design. Tailored from pure cotton fabric, this blazer is made using regular-fit and is
extremely comfortable to wear.",1679132606
Bright White with Black Patch Collar Premium Cotton Women's Blazer,"5,997",Frenchcrown," Story This blazer from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with black patches, while the notched lapel collar adds a touch of exclusivity
to its design. Tailored from pure cotton fabric, this blazer is made using regular-fit and is
extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_1_360x.jpg?v=1679133071, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_1_800x.jpg?v=1679133071, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_2_800x.jpg?v=1679133072, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_4_800x.jpg?v=1679133073, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_5_800x.jpg?v=1679133074, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_6_800x.jpg?v=1679133071, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_7_800x.jpg?v=1679133073, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_8_800x.jpg?v=1679133073, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_9_800x.jpg?v=1679133072, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_10_800x.jpg?v=1679133074, https://frenchcrown.in/cdn/shop/products/WBL005-SB-BKL_WHITECOTTON_11_800x.jpg?v=1679133072",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This blazer from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with black patches, while the notched lapel collar adds a touch of exclusivity
to its design. Tailored from pure cotton fabric, this blazer is made using regular-fit and is
extremely comfortable to wear.",1679133071
Dianne Blue Floral Printed Premium Cotton Shirt,"1,797",Frenchcrown," Story Uplift your low Monday blues by donning this elegant floral printed shirt from French Crown.
This shirt is made using premium cotton fabric that will give you uninterrupted nine to five. Add a
dash of style by pairing it up with colour-coordinating footwear and black jeans. Throw on some gold
studs to finish your outfit.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS054-BLE_1_360x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_1_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_2_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_4_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_5_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_6_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_7_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_8_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/W54-BLE_1_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/W54-BLE_2_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/W54-BLE_4_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/W54-BLE_5_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/W54-BLE_6_800x.jpg?v=1679381474, https://frenchcrown.in/cdn/shop/products/WS054-BLE_9_800x.jpg?v=1679381474",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Uplift your low Monday blues by donning this elegant floral printed shirt from French Crown. This
shirt is made using premium cotton fabric that will give you uninterrupted nine to five. Add a dash
of style by pairing it up with colour-coordinating footwear and black jeans. Throw on some gold
studs to finish your outfit.",1679381474
Martini Brown Jumpsuit,"1,597",Frenchcrown," Story Make people stop and stare as you don this beautiful jumpsuit from the French Crown. Tailored
using premium lightweight and durable material, it features a v-neckline with a back opening and
full sleeves that gives you a bold and chic look.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WD014_1_360x.jpg?v=1679379904, https://frenchcrown.in/cdn/shop/products/WD014_1_800x.jpg?v=1679379904, https://frenchcrown.in/cdn/shop/products/WD014_2_800x.jpg?v=1679379906, https://frenchcrown.in/cdn/shop/products/WD014_4_800x.jpg?v=1679379905, https://frenchcrown.in/cdn/shop/products/WD014_5_800x.jpg?v=1679379905, https://frenchcrown.in/cdn/shop/products/WD014_6_800x.jpg?v=1679379904, https://frenchcrown.in/cdn/shop/products/WD014_7_800x.jpg?v=1679379907, https://frenchcrown.in/cdn/shop/products/WD014_8_800x.jpg?v=1679379909, https://frenchcrown.in/cdn/shop/products/WD014_9_800x.jpg?v=1679379903",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Make people stop and stare as you don this beautiful jumpsuit from the French Crown. Tailored using
premium lightweight and durable material, it features a v-neckline with a back opening and full
sleeves that gives you a bold and chic look.",1679379904
Thunder with Venus Brown Flared Dress,"2,297",Frenchcrown," Story Make a statement everywhere you head as you flaunt this stylish flared dress from French
Crown. This dress is both durable and low maintenance, making it an excellent choice for those who
want a fashionable dress that is easy to care for. Perfect for a variety of occasions, Style it with
minimal jewellery and a pair of heels to look stunning.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WD030_1_360x.jpg?v=1679379873, https://frenchcrown.in/cdn/shop/products/WD030_1_800x.jpg?v=1679379873, https://frenchcrown.in/cdn/shop/products/WD030_2_800x.jpg?v=1679379873, https://frenchcrown.in/cdn/shop/products/WD030_4_800x.jpg?v=1679379874, https://frenchcrown.in/cdn/shop/products/WD030_5_800x.jpg?v=1679379872, https://frenchcrown.in/cdn/shop/products/WD030_6_800x.jpg?v=1679379874, https://frenchcrown.in/cdn/shop/products/WD030_7_800x.jpg?v=1679379874, https://frenchcrown.in/cdn/shop/products/WD030_8_800x.jpg?v=1679379873",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Make a statement everywhere you head as you flaunt this stylish flared dress from French Crown. This
dress is both durable and low maintenance, making it an excellent choice for those who want a
fashionable dress that is easy to care for. Perfect for a variety of occasions, Style it with
minimal jewellery and a pair of heels to look stunning.",1679379873
Gravel Gray Jumpsuit,"1,397",Frenchcrown," Story Make people stop and stare as you don this beautiful jumpsuit from the French Crown. Tailored
using premium lightweight and durable material, it features a v-neckline with a back opening and
full sleeves that gives you a bold and chic look.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WD009_1_360x.jpg?v=1679379842, https://frenchcrown.in/cdn/shop/products/WD009_1_800x.jpg?v=1679379842, https://frenchcrown.in/cdn/shop/products/WD009_2_800x.jpg?v=1679379841, https://frenchcrown.in/cdn/shop/products/WD009_4_800x.jpg?v=1679379841, https://frenchcrown.in/cdn/shop/products/WD009_5_800x.jpg?v=1679379841, https://frenchcrown.in/cdn/shop/products/WD009_6_800x.jpg?v=1679379840, https://frenchcrown.in/cdn/shop/products/WD009_7_800x.jpg?v=1679379840, https://frenchcrown.in/cdn/shop/products/WD009_8_800x.jpg?v=1679379842, https://frenchcrown.in/cdn/shop/products/WD009_9_800x.jpg?v=1679379839",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Make people stop and stare as you don this beautiful jumpsuit from the French Crown. Tailored using
premium lightweight and durable material, it features a v-neckline with a back opening and full
sleeves that gives you a bold and chic look.",1679379842
Charade Navy Blue Subtle Sheen with White Lapel Single Breasted Women's Suit,"8,497",Frenchcrown," Story This suit from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white lapel collar that adds a touch of exclusivity to its design.
Tailored using premium quality fabric, this suit is made using regular-fit and is extremely
comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WST009-WKL_1_360x.jpg?v=1679115610, https://frenchcrown.in/cdn/shop/products/WST009-WKL_1_800x.jpg?v=1679115610, https://frenchcrown.in/cdn/shop/products/WST009-WKL_2_800x.jpg?v=1679115610, https://frenchcrown.in/cdn/shop/products/WST009-WKL_4_800x.jpg?v=1679115610, https://frenchcrown.in/cdn/shop/products/WST009-WKL_5_800x.jpg?v=1679115610, https://frenchcrown.in/cdn/shop/products/WST009-WKL_6_800x.jpg?v=1679115610, https://frenchcrown.in/cdn/shop/products/WST009-WKL_7_800x.jpg?v=1684147900, https://frenchcrown.in/cdn/shop/products/WST009-WKL_8_800x.jpg?v=1684147900, https://frenchcrown.in/cdn/shop/products/WST009-WKL_9_800x.jpg?v=1684147900, https://frenchcrown.in/cdn/shop/products/WST009-WKL_10_800x.jpg?v=1684147900, https://frenchcrown.in/cdn/shop/products/WST009-WKL_11_800x.jpg?v=1684147900",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"This suit from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. It comes with white lapel collar that adds a touch of exclusivity to its design.
Tailored using premium quality fabric, this suit is made using regular-fit and is extremely
comfortable to wear.",1679115610
Jade Black with White Borders Premium Cotton Women's Pant,"2,597",Frenchcrown," Story These pants from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. These pants come with flat front and slanted side pockets that adds a touch of
exclusivity to its design. Tailored from pure cotton fabric, these pants are made using regular-fit
and are extremely comfortable to wear.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WOT003_1_360x.jpg?v=1675420063, https://frenchcrown.in/cdn/shop/products/WOT003_1_800x.jpg?v=1675420063, https://frenchcrown.in/cdn/shop/products/WOT003_2_800x.jpg?v=1675420062, https://frenchcrown.in/cdn/shop/products/WOT003_4_800x.jpg?v=1675420064, https://frenchcrown.in/cdn/shop/products/WOT003_6_800x.jpg?v=1675420063, https://frenchcrown.in/cdn/shop/products/WOT003_5_800x.jpg?v=1679377585, https://frenchcrown.in/cdn/shop/products/WOT003_7_800x.jpg?v=1679377585",Select Size,XS / 24|S / 26|M / 28|L / 30|XL / 32|XXL / 34,"These pants from the house of French Crown will for sure be on the wish list of any fashion
connoisseur. These pants come with flat front and slanted side pockets that adds a touch of
exclusivity to its design. Tailored from pure cotton fabric, these pants are made using regular-fit
and are extremely comfortable to wear.",1675420063
Jade Black Premium Cotton Women's Suit,"8,497",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid black women's suit
from French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring
a notched lapel collar, single-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WST-1-SB_BLACKCOTTON_-_1_360x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST-1-SB_BLACKCOTTON_-_1_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST-1-SB_BLACKCOTTON_-_2_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST-1-SB_BLACKCOTTON_-_4_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST-1-SB_BLACKCOTTON_-_5_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST-1-SB_BLACKCOTTON_-_6_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST001-SB_BLACKCOTTON_-_7_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST001-SB_BLACKCOTTON_-_8_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST001-SB_BLACKCOTTON_-_9_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST001-SB_BLACKCOTTON_-_10_800x.jpg?v=1679115748, https://frenchcrown.in/cdn/shop/products/WST001-SB_BLACKCOTTON_-_11_800x.jpg?v=1679115748",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid black women's suit from
French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring a
notched lapel collar, single-breasted closure, and long sleeves.",1679115748
Jade Black Premium Cotton Women's Blazer,"5,997",Frenchcrown," Story Reinvent your formal look and get your layering on point with this solid black women's blazer
from French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring
a notched lapel collar, single-breasted closure, and long sleeves.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_1_360x.jpg?v=1679132006, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_1_800x.jpg?v=1679132006, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_2_800x.jpg?v=1679132007, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_4_800x.jpg?v=1679132006, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_5_800x.jpg?v=1679132007, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_6_800x.jpg?v=1679132009, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_7_800x.jpg?v=1679132008, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_8_800x.jpg?v=1679132007, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_9_800x.jpg?v=1679132008, https://frenchcrown.in/cdn/shop/products/WBL001-SB_BLACKCOTTON_10_800x.jpg?v=1679132006",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Reinvent your formal look and get your layering on point with this solid black women's blazer from
French Crown. This chic outfit will surely be a noteworthy addition to your wardrobe, featuring a
notched lapel collar, single-breasted closure, and long sleeves.",1679132006
Teal Green with Bright White Printed Premium Tencel Shirt,"1,597",Frenchcrown," Story Add a refreshing touch to your closet with this charming printed shirt from French Crown.
Crafted to give you the perfect fit, this piece will bring a splash of chicness to your closet with
its strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a
pair of slim-fit trousers, and hoop earrings.",Women's,Women's Sale,"https://frenchcrown.in/cdn/shop/products/WS027-BLK_1_360x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_1_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_2_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_4_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_5_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_6_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_4_4a5a0c14-acb3-4e5f-8d81-982e8c0ea768_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_1_c467a55f-54b7-4a43-af96-13dacc29cc7d_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_2_e7b95511-4294-4bf2-810d-d2543e65def3_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_5_19803081-7a58-4c25-9a95-e4438beed99a_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_6_de02f356-71d2-4969-b4fd-a4b0d87706f5_800x.jpg?v=1679386938, https://frenchcrown.in/cdn/shop/products/WS027-BLK_7_800x.jpg?v=1679386938",Select Size,XS / 32|S / 34|M / 36|L / 38|XL / 40|XXL / 42,"Add a refreshing touch to your closet with this charming printed shirt from French Crown. Crafted to
give you the perfect fit, this piece will bring a splash of chicness to your closet with its
strikingly eye-catching printed design. Make a statement by pairing it up with block heels, a pair
of slim-fit trousers, and hoop earrings.Tencel Fabric: It is a form of rayon. It consists of cellulose fibre, made from dissolving pulp and
then reconstituting it by dry jet wet spinning.  A sustainable fabric because it is made from
sustainable sources and therefore it is biodegradable. It can be blended with other fabrics.
Limited quantity, Seasonal collection. We change our fashion very frequently. Grab it before it
disappears
Tencel weave; Gentle on skin, Color retention, long lasting softness, Flexible Versatile
Medium weight fabric. Made for all climates.",1679386938
